# mRange,cKinked,cIRA,period
2.452581543117374974e+00,1.264499474664594558e+00,1.263256540623737489e+00,2.500000000000000000e+01
2.462581543117375205e+00,1.266549148116097312e+00,1.265279215678456692e+00,2.500000000000000000e+01
2.472581543117375436e+00,1.268598821567600066e+00,1.267301890733175451e+00,2.500000000000000000e+01
2.482581543117375222e+00,1.270648495019102597e+00,1.269324565787894432e+00,2.500000000000000000e+01
2.492581543117375009e+00,1.272698168470605351e+00,1.271347240842613413e+00,2.500000000000000000e+01
2.502581543117375240e+00,1.274747841922108105e+00,1.273369915897332394e+00,2.500000000000000000e+01
2.512581543117375471e+00,1.276797515373610858e+00,1.275392590952051153e+00,2.500000000000000000e+01
2.522581543117375258e+00,1.278847188825113612e+00,1.277415266006770134e+00,2.500000000000000000e+01
2.532581543117375045e+00,1.280896862276616144e+00,1.279437941061488893e+00,2.500000000000000000e+01
2.542581543117375276e+00,1.282946535728118898e+00,1.281460616116207873e+00,2.500000000000000000e+01
2.552581543117375507e+00,1.284996209179621651e+00,1.283483291170926854e+00,2.500000000000000000e+01
2.562581543117375293e+00,1.287045882631124405e+00,1.285505966225645835e+00,2.500000000000000000e+01
2.572581543117375080e+00,1.289095556082627159e+00,1.287528641280364372e+00,2.500000000000000000e+01
2.582581543117375311e+00,1.291145229534129690e+00,1.289551316335083575e+00,2.500000000000000000e+01
2.592581543117375542e+00,1.293159991769552208e+00,1.291573991389802334e+00,2.500000000000000000e+01
2.602581543117375329e+00,1.295144429244262874e+00,1.293596666444521315e+00,2.500000000000000000e+01
2.612581543117375116e+00,1.297128866718973539e+00,1.295619341499240074e+00,2.500000000000000000e+01
2.622581543117375347e+00,1.299113304193684204e+00,1.297642016553959055e+00,2.500000000000000000e+01
2.632581543117375578e+00,1.301097741668395091e+00,1.299664691608678035e+00,2.500000000000000000e+01
2.642581543117375364e+00,1.303082179143105757e+00,1.301687366663396794e+00,2.500000000000000000e+01
2.652581543117375151e+00,1.305066616617816422e+00,1.303710041718115775e+00,2.500000000000000000e+01
2.662581543117375382e+00,1.307051054092527309e+00,1.305732716772834756e+00,2.500000000000000000e+01
2.672581543117375613e+00,1.309035491567237974e+00,1.307755391827553515e+00,2.500000000000000000e+01
2.682581543117375400e+00,1.311019929041948640e+00,1.309778066882272274e+00,2.500000000000000000e+01
2.692581543117375187e+00,1.313004366516659305e+00,1.311800741936991255e+00,2.500000000000000000e+01
2.702581543117375418e+00,1.314988803991369970e+00,1.313823416991710236e+00,2.500000000000000000e+01
2.712581543117375649e+00,1.316973241466080857e+00,1.315846092046429217e+00,2.500000000000000000e+01
2.722581543117375436e+00,1.318957678940791522e+00,1.317868767101147975e+00,2.500000000000000000e+01
2.732581543117375222e+00,1.320942116415502188e+00,1.319891442155866956e+00,2.500000000000000000e+01
2.742581543117375453e+00,1.322926553890213075e+00,1.321914117210585937e+00,2.500000000000000000e+01
2.752581543117375684e+00,1.324910991364923740e+00,1.323936792265304696e+00,2.500000000000000000e+01
2.762581543117375471e+00,1.326895428839634405e+00,1.325959467320023455e+00,2.500000000000000000e+01
2.772581543117375258e+00,1.328879866314345071e+00,1.327982142374742214e+00,2.500000000000000000e+01
2.782581543117375489e+00,1.330864303789055736e+00,1.330004817429461417e+00,2.500000000000000000e+01
2.792581543117375720e+00,1.332848741263766623e+00,1.331965747249420851e+00,2.500000000000000000e+01
